"","Store","Age0to9","Age10to17","Age18to24","Age25to29","Age30to39","Age40to49","Age50to64","Age65Plus","EdLTHS","EdHSGrad","EdSomeCol","EdAssociate","EdBachelor","EdMaster","EdProfSchl","EdDoctorate","HHSz1Per","HHSz2Per","HHSz3Per","HHSz4Per","HHSz5PlusPer","HHIncU25K","HHInc25Kto50K","HHInc50Kto75K","HHInc75Kto100K","HHInc100Kto150K","HHInc150Kto250K","HHInc250KPlus","PopAsian","PopBlack","PopHispanic","PopMulti","PopNativeAmer","PopOther","PopPacIsl","PopWhite","HVal0to100K","HVal100Kto200K","HVal200Kto300K","HVal300Kto400K","HVal400Kto500K","HVal500Kto750K","HVal750KPlus","PopDens","cluster"
"22","S0022",0.131172408287094,0.131851023911221,0.089896610913736,0.0635104387050417,0.123667717855575,0.164544329567682,0.200750469043152,0.0946469202826234,0.0779100610696441,0.201776571463821,0.191104805379064,0.114058355437666,0.223613595706619,0.0879649620627969,0.0183208932206526,0.0162852384183579,0.158169934640523,0.295424836601307,0.212240047534165,0.191919191919192,0.142245989304813,0.108021390374332,0.174093879976233,0.195127748068925,0.155912061794415,0.223767082590612,0.11146761734997,0.0314913844325609,0.118792910745649,0.018880728085582,0.204414817180265,0.0338895098195753,0.00335302570653042,0.00179626377135558,0.00243493533450423,0.616437809356538,0.0689716312056738,0.0547872340425532,0.0590425531914894,0.16968085106383,0.218439716312057,0.307624113475177,0.12145390070922,2989.21976964103,1
"23","S0023",0.109028603398839,0.102419749632841,0.0865794810825932,0.0669802084061823,0.130533603748514,0.161637177424995,0.197129169872019,0.145674522693895,0.0810958904109589,0.186500622665006,0.185952677459527,0.0959153175591532,0.228393524283935,0.0904109589041096,0.0299377334993773,0.0123038605230386,0.237369833113546,0.347278432085853,0.1692965303988,0.151380110045018,0.0946750943567823,0.109317448046928,0.184439088718112,0.18825883315902,0.143786094311309,0.218089218316584,0.109590286935565,0.0464735573643763,0.116789342098362,0.0104026434952882,0.16154693427977,0.0345822333339161,0.00316450163470112,0.00215046243684109,0.00386383901253562,0.667500043708586,0.0654842089507559,0.0184104176021554,0.079928154467894,0.0829965574015866,0.0878610986379285,0.479344409519533,0.185975153420147,6000.98747340849,3
"24","S0024",0.122707801896328,0.121961784665736,0.101674929008038,0.0597054435192761,0.129734802907061,0.148577754247485,0.181619098041103,0.134042450786928,0.101019769539447,0.244339726834297,0.198468504951589,0.0988108824503921,0.171777785958841,0.0551117328719214,0.0166402827375474,0.00522769944409675,0.185487396182428,0.27779396765263,0.177691971441061,0.184103161882559,0.174923502841323,0.128660935450969,0.187891592597989,0.194739909660498,0.15947836223226,0.219146146000291,0.0780999562873379,0.031910243333819,0.0518602300620879,0.0108052173075998,0.518626365692833,0.013500505366511,0.00228618183568369,0.00105886316600087,0.000938537806228041,0.400924098763055,0.0313616514489877,0.0223302897975387,0.0789996030170703,0.225684795553791,0.263199682413656,0.332969432314411,0.0454545454545455,6608.15920095729,1
"25","S0025",0.130080721747388,0.117640075973409,0.0986229819563153,0.0718898385565052,0.136633428300095,0.148148148148148,0.175783475783476,0.121225071225071,0.162356530582595,0.193266017724829,0.209029492953654,0.0716257445881156,0.246295220107511,0.0748946680226645,0.0201583611797181,0.0137294784251053,0.155890101618367,0.299284907790741,0.177945050809183,0.174783590515619,0.192171622130222,0.129469326307866,0.184569062852842,0.202408731652239,0.149943545351901,0.197365449755363,0.0972525404591645,0.0390666164847572,0.103822412155745,0.0136514719848053,0.383760683760684,0.0195868945868946,0.00280151946818614,0.00135327635327635,0.00244539411206078,0.472578347578348,0.0583827312381165,0.0185661559109719,0.0676658091936025,0.145062073593558,0.185437870484286,0.389441896879544,0.135443462699922,4423.59734021742,1
"26","S0026",0.103920954667223,0.126917858261142,0.0742093727168354,0.0505166475315729,0.110392095466722,0.172111470618933,0.222593327070939,0.139338273666632,0.0695835002002403,0.149829795754906,0.158840608730477,0.0736884261113336,0.299409291149379,0.119293151782139,0.0494092911493793,0.0345915098117741,0.251672623957474,0.281642379250298,0.184859316286317,0.190083402071304,0.0916506278068005,0.144441389423518,0.163871322518559,0.162863165612684,0.122811841261113,0.199340115479791,0.121895334983045,0.084960131976904,0.232342912810521,0.00699325029573447,0.114327465033749,0.0278338320228237,0.00135689931111266,0.00163523763134089,0.000591468930485005,0.614918933964233,0.0272087067861716,0.0459346991037132,0.0545774647887324,0.114596670934699,0.0776248399487836,0.329385403329065,0.350672215108835,4717.30597852369,1
"27","S0027",0.0881431767337808,0.115883668903803,0.080089485458613,0.0335570469798658,0.0697986577181208,0.152796420581655,0.279418344519016,0.179642058165548,0.0281337918099406,0.12472647702407,0.0975304782744608,0.0512660206314473,0.337918099406064,0.133166614567052,0.0559549859331041,0.0475148483901219,0.265131226566685,0.34279592929834,0.180503481521157,0.128548473486877,0.0830208891269416,0.101231922870916,0.129619710765935,0.0867702196036422,0.102838778789502,0.203535083020889,0.176754151044456,0.19925013390466,0.0219288431416424,0.00872678451555158,0.0651152383083464,0.0279704631908704,0.00134258223316178,0.00134258223316178,0.00111881852763482,0.872454687849631,0.0536370315944159,0.0573108008817046,0.00293901542983101,0.0360029390154298,0.0734753857457752,0.129316678912564,0.647318148420279,1221.33667511006,3
"28","S0028",0.139459116595548,0.118411947872218,0.108061353938415,0.0662841656095029,0.130521277822627,0.149665551839465,0.172240802675585,0.115413447122593,0.145955531305415,0.190560632928659,0.205838221252217,0.08575455826854,0.235574955667712,0.0630655208475424,0.0169144727867958,0.00841176738053017,0.235034763439037,0.274631168390707,0.161098863829066,0.169492962523317,0.159742241817874,0.163981685602849,0.150754620993726,0.169323384771918,0.131253179582839,0.225707987112091,0.115652026454129,0.0432423266067492,0.0912760191431702,0.0213342558957504,0.345240154529205,0.0226892694458859,0.00242172634492302,0.00268119702473621,0.00069192181283515,0.513665455803494,0.042111253378859,0.0697111964717599,0.134727557262769,0.308151941954759,0.17982643334756,0.215962441314554,0.0495091762697396,4554.80838931459,2
"29","S0029",0.147710520437793,0.126669644851463,0.11210632119723,0.074223810587447,0.115546124637034,0.13354925173107,0.171990171990172,0.118226490953764,0.176089409880229,0.25199315592122,0.188321380465252,0.0896647129491427,0.12596017328625,0.0488186683170119,0.0150715351851178,0.00979285740289053,0.260699641209636,0.27434648898001,0.164146591491543,0.139543823680164,0.161327524346489,0.25089697590979,0.234559200410046,0.206752947206561,0.116670937980523,0.121348026652998,0.0511276268580215,0.0186442849820605,0.0468851214009694,0.179901270968751,0.317206102436954,0.0319417454041859,0.00475775648328084,0.00395362862695169,0.0018092876767406,0.413545087002167,0.0825416409623689,0.552375077112893,0.239481801357187,0.0795805058605799,0.0288710672424429,0.00703269586674892,0.0101172115977791,3829.22236926053,2
"30","S0030",0.132087728524144,0.108516101091966,0.0828719027438364,0.056825563770223,0.103133603489343,0.10378321526897,0.156772976149968,0.256008908961549,0.190635145639947,0.348804243449632,0.152453244318442,0.0549179203438657,0.0802505830170561,0.0317344185833829,0.00580730714710321,0.00795646805981069,0.337278106508876,0.326192794547225,0.114747958954385,0.0984195940378998,0.123286645195116,0.3873118118493,0.300052430529548,0.152423039472699,0.0760991686016029,0.0552767582952588,0.0179012808029361,0.0109355104486555,0.0289532293986637,0.0611234842860678,0.33701435288295,0.0248082157881712,0.00708364266270725,0.00136104924523633,0.00296956198960653,0.536686463746597,0.498336897125208,0.336184366832977,0.118436683297695,0.0349251603706344,0.00665241149916845,0.00249465431218817,0.00296982656212877,3640.03238517528,3
"31","S0031",0.168031827755675,0.137023168733911,0.105078399251112,0.0799204306108121,0.141118652000936,0.139831500117014,0.156213433185116,0.0726655745377955,0.246230158730159,0.296230158730159,0.239285714285714,0.0553571428571429,0.108730158730159,0.035515873015873,0.00436507936507937,0.00297619047619048,0.1726307510814,0.258356272119544,0.164372788045615,0.167125442390877,0.237514746362564,0.252457727093984,0.264254817145104,0.168698387731026,0.12347620920173,0.127015336217066,0.0479748328745576,0.016515926071569,0.0519541305874093,0.0476246197051252,0.472501755207114,0.0255090100631875,0.00491457992043061,0.0017552071144395,0.00269131757547391,0.39304937982682,0.130604288499025,0.363222871994802,0.252111760883691,0.132553606237817,0.0786224821312541,0.0331384015594542,0.00974658869395711,1784.92636204626,1
"32","S0032",0.158529752343954,0.130887901086997,0.105375219453887,0.0805722610287251,0.157110305928056,0.152291658884614,0.151171043293116,0.0640618579806507,0.129058140970251,0.261757807678064,0.259597580545612,0.126218985310456,0.168189112455252,0.0443155166028885,0.0109245772126898,0.00629551907171954,0.185698070374574,0.265039727582293,0.187741203178207,0.182973893303065,0.178774120317821,0.125539160045403,0.184790011350738,0.204880817253121,0.170488081725312,0.203405221339387,0.0783200908059024,0.0326901248581158,0.0853471781272177,0.0739551040227094,0.389758338624734,0.029544690546446,0.00306278713629403,0.00257722332200351,0.00171814888133567,0.41403652933926,0.0929243170622481,0.120689655172414,0.173309449171518,0.262203313927452,0.185624720107479,0.147111509180475,0.0181370353784147,4134.74964174563,1
"33","S0033",0.105939583208216,0.135337216983965,0.0854002762596841,0.0471443156567173,0.10434808720197,0.161341661161492,0.207615158248754,0.15284367305267,0.075458234848147,0.141283503545467,0.154974802657985,0.084957409802435,0.276947776836284,0.123177094947152,0.0360344289345761,0.0120412076885341,0.195526996578486,0.314695819077026,0.192272385879997,0.182258199115413,0.115163147792706,0.121171659851456,0.154886088625553,0.181423683551698,0.137361261787532,0.221313527497288,0.12409246432446,0.0596678628056413,0.11455768422317,0.023391988469161,0.195363641823314,0.0328208516005045,0.00219206053690469,0.00285268152062939,0.0036634436370188,0.625157648189298,0.0541941564561734,0.0599670122525919,0.0332233741753063,0.0959000942507069,0.138312912346843,0.296536286522149,0.32186616399623,4736.2695668147,3
"34","S0034",0.102799148796857,0.107709936159764,0.0740710427238501,0.0473072515960059,0.0978883614339499,0.142085447700115,0.247831068914716,0.180307742674742,0.122283230382064,0.189315946007779,0.136810798444292,0.0567375886524823,0.191718142301533,0.107412491420728,0.0344314802104781,0.0191031800503317,0.291598360655738,0.337704918032787,0.148565573770492,0.123770491803279,0.0983606557377049,0.217622950819672,0.226844262295082,0.180327868852459,0.120491803278689,0.146106557377049,0.0758196721311475,0.0334016393442623,0.0169422164020298,0.00515632673105255,0.22434113602881,0.0176788345064659,0.00589294483548862,0.00229170076935669,0.000245539368145359,0.727451301358651,0.15741935483871,0.104193548387097,0.0670967741935484,0.155483870967742,0.124516129032258,0.21258064516129,0.178709677419355,1664.74462724199,3
"35","S0035",0.128795262013644,0.119824074768224,0.100532273783642,0.0733688182522428,0.135242521928181,0.141015068595847,0.177349626408776,0.123872354249444,0.154430962985716,0.230225771770849,0.207802180924589,0.0899631393027185,0.152779910919982,0.0548686837659346,0.0117877438181539,0.00956074335739518,0.225086273681245,0.29882386083527,0.183322769209099,0.154377068807663,0.138390027466723,0.222550883865061,0.25804634129164,0.183886189168251,0.122755123600254,0.14853158673146,0.0503556588492147,0.0138742164941193,0.0608991178749032,0.0712447209935777,0.41474873178899,0.0215158557613014,0.00272384236699403,0.00217407601769248,0.00194917160206912,0.424744483594472,0.0835229554276536,0.13291393387766,0.221924775799759,0.190871369294606,0.244010172667648,0.103199036273591,0.0235577566590818,5280.44064380543,2
